,test_size,accuracy,precision,recall,f1_score
0,0.05,0.7884615384615384,0.75,0.8888888888888888,0.8135593220338982
1,0.1,0.8155339805825242,0.7704918032786885,0.9038461538461539,0.8318584070796459
2,0.3,0.7824675324675324,0.7298850574712644,0.8639455782312925,0.7912772585669782
3,0.5,0.8050682261208577,0.7758007117437722,0.8549019607843137,0.8134328358208953
4,0.7,0.8384401114206128,0.8224543080939948,0.8677685950413223,0.8445040214477212
5,0.9,0.7919826652221018,0.7874493927125507,0.8172268907563025,0.802061855670103
